elapsed_time,mid_hip_y,velocity,left_conf,right_conf
0.050992727279663086,615.8790283203125,-26.430794982209566,0.9873319268226624,0.9860042929649353
0.09808993339538574,616.664306640625,16.673564847625798,0.9879962801933289,0.9878396391868591
0.14970183372497559,616.6385498046875,-0.4990483933553835,0.988420844078064,0.98802649974823
0.19941282272338867,615.37255859375,-25.467029251377678,0.9879295825958252,0.9870172142982483
0.2455589771270752,618.876708984375,75.93591353183399,0.9872472286224365,0.9863583445549011
0.29141974449157715,619.146728515625,5.887811015107562,0.9874727725982666,0.985981822013855
0.3410189151763916,617.6014404296875,-31.155522654950634,0.9877486824989319,0.9863458275794983
0.3846118450164795,617.6417846679688,0.9254766410343357,0.9877867102622986,0.9864274859428406
0.4334688186645508,618.3218383789062,13.919276208880495,0.9877699613571167,0.9867876768112183
0.4861156940460205,619.1951904296875,16.588867704932138,0.9875090718269348,0.9867349863052368
0.5371227264404297,620.443603515625,24.475313056525458,0.9874112010002136,0.9867420792579651
0.5864777565002441,619.68017578125,-15.468083667455678,0.9873282313346863,0.9865323901176453
0.6354818344116211,620.80126953125,22.87756035380319,0.9870004057884216,0.9862399697303772
0.679384708404541,622.5896606445312,40.735171769612585,0.9870094060897827,0.9863377213478088
0.722869873046875,621.5169067382812,-24.669422665716322,0.9869692325592041,0.9861459136009216
0.7666637897491455,621.3921508789062,-2.8487029425374963,0.9865692853927612,0.9856333136558533
0.8106658458709717,621.7373046875,7.844038188536937,0.9857441782951355,0.9849969148635864
0.8544728755950928,621.91552734375,4.068357461630565,0.9857181310653687,0.9845499992370605
0.8992278575897217,621.1788330078125,-16.46061070979565,0.9855384826660156,0.9843480587005615
0.9428908824920654,621.7024536132812,11.992311724619954,0.9858065843582153,0.9845312833786011
0.9863307476043701,621.7564697265625,1.2434687156970363,0.9859272241592407,0.9847996234893799
1.0320289134979248,621.5487670898438,-4.545097875537376,0.9860028028488159,0.9847924709320068
1.0763599872589111,621.6077880859375,1.3313685206896924,0.9859517812728882,0.9846029281616211
1.1195199489593506,621.660400390625,1.2190072144332857,0.9860047698020935,0.9847621917724609
1.1634249687194824,622.2279052734375,12.925740289219174,0.985808253288269,0.9848047494888306
1.2069330215454102,622.8516845703125,14.337099832315904,0.986057460308075,0.9851321578025818
1.2510998249053955,622.965576171875,2.5786697903902316,0.9859946966171265,0.9851455688476562
1.2951197624206543,623.3844604492188,9.515785368812725,0.9859862327575684,0.9848569631576538
1.3392338752746582,623.778564453125,8.933739758306851,0.9861181378364563,0.9849900603294373
1.3835158348083496,623.969970703125,4.322443090043719,0.9861830472946167,0.9851760864257812
1.426330804824829,623.9510498046875,-0.44192249650571613,0.9864903688430786,0.9854308366775513
1.4719328880310059,624.1560668945312,4.495783425437473,0.9863486289978027,0.9855111837387085
1.5170438289642334,623.9625244140625,-4.29036673731165,0.9862399697303772,0.985284149646759
1.5625410079956055,624.2115478515625,5.473381928323263,0.9862040281295776,0.9852231740951538
1.6075959205627441,624.9144287109375,15.600537640098638,0.9861171841621399,0.9852415919303894
1.651282787322998,624.64501953125,-6.166823113362003,0.986149787902832,0.9853675961494446
1.6947999000549316,624.6949462890625,1.1472902193684118,0.9862694144248962,0.9853116273880005
1.7381277084350586,624.5905151367188,-2.4102569746326967,0.9866309762001038,0.985755980014801
1.7829387187957764,624.69384765625,2.305962724327085,0.9867216348648071,0.9858965277671814
1.8266019821166992,624.500732421875,-4.4228309953750475,0.9867021441459656,0.9859907031059265
1.8718469142913818,623.7863159179688,-15.789978447708027,0.9865496754646301,0.9860436916351318
1.9149560928344727,623.744384765625,-0.9726734250302799,0.986693799495697,0.9860689640045166
1.9579648971557617,623.9344482421875,4.419176016674797,0.9865226149559021,0.985872209072113
2.0025248527526855,623.94677734375,0.27668567881946304,0.98655104637146,0.9859684705734253
2.0464539527893066,624.2520751953125,6.9497861624297155,0.9867067933082581,0.986031174659729
2.0898168087005615,624.1015014648438,-3.4724126744997994,0.9867563247680664,0.9860097169876099
2.1341278553009033,623.6075439453125,-11.147502878603635,0.9867254495620728,0.9861264824867249
2.1792256832122803,624.031982421875,9.411505968681602,0.9869263172149658,0.9861918687820435
2.2226858139038086,624.0822143554688,1.1558164412869956,0.9868480563163757,0.9861388802528381
2.2676327228546143,624.7955322265625,15.870231963547827,0.9868029952049255,0.9861189126968384
2.3124327659606934,625.53466796875,16.49854979910061,0.9869213104248047,0.9864779710769653
2.356947898864746,625.7688598632812,5.260950136575437,0.9869588017463684,0.9864636659622192
2.4012269973754883,626.42138671875,14.736678871419342,0.9871360063552856,0.9865476489067078
2.4470648765563965,626.1726684570312,-5.426042089275869,0.9870647192001343,0.9864820241928101
2.4925167560577393,626.0830078125,-1.9726498775171921,0.9869471788406372,0.9865794777870178
2.5376408100128174,625.61669921875,-10.33392509933215,0.9869136214256287,0.9864568114280701
2.582883834838867,625.617919921875,0.026981023697981166,0.9868835806846619,0.9864248037338257
